Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*42*1*2;RUE LOUIS MURAT;E/F;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;T3;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;CHAdeMO;Hors communication;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;CHAdeMO;Hors communication;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;Combo;Hors communication;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;T2;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;CHAdeMO;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;T2;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;E/F;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;Combo;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;Combo;Hors communication;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;T3;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;E/F;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;T2;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;T3;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;CHAdeMO;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;E/F;Hors communication;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;Combo;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*49*1*3;RUE DIDOT;Combo;Hors communication;Oui;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;E/F;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*49*1*3;RUE DIDOT;T3;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;T3;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*49*1*1;RUE DIDOT;CHAdeMO;Hors communication;Oui;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;T2;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*49*1*1;RUE DIDOT;T3;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*28*1*2;RUE DE REAUMUR;E/F;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*49*1*1;RUE DIDOT;T2;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*49*1*3;RUE DIDOT;CHAdeMO;Hors communication;Oui;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;CHAdeMO;Hors communication;Oui;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;Combo;Hors communication;Oui;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*49*1*3;RUE DIDOT;E/F;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;T2;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*49*1*3;RUE DIDOT;T2;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;T3;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*49*1*1;RUE DIDOT;Combo;Hors communication;Oui;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;T3;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;CHAdeMO;Hors communication;Oui;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*49*1*1;RUE DIDOT;E/F;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;T2;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*49*1*2;RUE DIDOT;E/F;Hors communication;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;Combo;Hors communication;Oui;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;E/F;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;E/F;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;CHAdeMO;Hors communication;Oui;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;CHAdeMO;Hors communication;Oui;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;E/F;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*66*1*1;RUE DE SEVRES;E/F;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;Combo;Hors communication;Oui;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;T2;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*66*1*3;RUE DE SEVRES;E/F;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*26*1*2;RUE ETIENNE MARCEL;E/F;Hors communication;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*66*1*3;RUE DE SEVRES;Combo;Hors communication;Oui;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;T3;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*66*1*3;RUE DE SEVRES;CHAdeMO;Hors communication;Oui;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*66*1*3;RUE DE SEVRES;T3;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;E/F;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*62*1*2;72 RUE DE ROME;E/F;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*67*1*2;PLACE DU COLONEL FABIEN;E/F;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*62*1*3;72 RUE DE ROME;Combo;En programmation;Oui;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;Combo;Hors communication;Oui;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;T2;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*62*1*3;72 RUE DE ROME;E/F;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;T3;Hors communication;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*62*1*3;72 RUE DE ROME;T3;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*66*1*1;RUE DE SEVRES;Combo;Hors communication;Oui;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*66*1*1;RUE DE SEVRES;CHAdeMO;Hors communication;Oui;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*62*1*1;72 RUE DE ROME;E/F;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*66*1*1;RUE DE SEVRES;T2;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*62*1*1;72 RUE DE ROME;T2;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*66*1*1;RUE DE SEVRES;T3;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*62*1*1;72 RUE DE ROME;CHAdeMO;En programmation;Oui;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*66*1*2;RUE DE SEVRES;E/F;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*66*1*3;RUE DE SEVRES;T2;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;E/F;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*62*1*3;72 RUE DE ROME;T2;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;T2;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*62*1*3;72 RUE DE ROME;CHAdeMO;En programmation;Oui;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;CHAdeMO;Hors communication;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*62*1*1;72 RUE DE ROME;Combo;En programmation;Oui;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*95*1*1;Paris - avenue iena;Combo;Hors communication;Oui;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*62*1*1;72 RUE DE ROME;T3;En programmation;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*95*1*1;Paris - avenue iena;CHAdeMO;Hors communication;Oui;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;T3;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*95*1*1;Paris - avenue iena;T2;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;T2;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;CHAdeMO;Hors communication;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*95*1*3;Paris - avenue iena;E/F;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;Combo;Hors communication;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*95*1*3;Paris - avenue iena;Combo;Hors communication;Oui;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*59*1*2;AVENUE DE LA PORTE DE VILLIERS;E/F;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*95*1*3;Paris - avenue iena;T2;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*95*1*3;Paris - avenue iena;T3;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;E/F;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*33*1*3;RUE DANTON;T2;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;T3;Hors communication;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*33*1*3;RUE DANTON;T3;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;Combo;Hors communication;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*33*1*3;RUE DANTON;E/F;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*95*1*1;Paris - avenue iena;E/F;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*95*1*1;Paris - avenue iena;T3;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*33*1*1;RUE DANTON;E/F;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*95*1*2;Paris - avenue iena;E/F;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*33*1*2;RUE DANTON;E/F;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*95*1*3;Paris - avenue iena;CHAdeMO;Hors communication;Oui;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;CHAdeMO;Hors communication;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*33*1*3;RUE DANTON;Combo;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*33*1*3;RUE DANTON;CHAdeMO;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;E/F;Hors communication;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*33*1*1;RUE DANTON;Combo;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;T2;Hors communication;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*33*1*1;RUE DANTON;T2;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;Combo;Disponible;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*33*1*1;RUE DANTON;CHAdeMO;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;CHAdeMO;Disponible;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*33*1*1;RUE DANTON;T3;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;Combo;Hors communication;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;E/F;Disponible;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;T3;Hors communication;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;T3;Disponible;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;T2;Disponible;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*9*1*2;AVENUE DES TERNES;E/F;Hors communication;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;CHAdeMO;Disponible;Oui;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;T2;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*2;AVENUE DE SAINT OUEN;E/F;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;T3;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;E/F;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;E/F;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;Combo;Disponible;Oui;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;Combo;Disponible;Oui;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;CHAdeMO;Disponible;Oui;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*6*1*2;PLACE ARMAND CARREL;E/F;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;T2;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;T3;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;E/F;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;Combo;Disponible;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;T2;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;E/F;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;T3;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;T3;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*37*1*1;RUE DU BAC;T3;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;Combo;Disponible;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;T2;Disponible;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*37*1*1;RUE DU BAC;E/F;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*37*1*1;RUE DU BAC;CHAdeMO;Hors communication;Oui;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*1;RUE DU BAC;T2;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*1;RUE DU BAC;Combo;Hors communication;Oui;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*2;RUE DU BAC;E/F;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*3;RUE DU BAC;T3;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*3;RUE DU BAC;CHAdeMO;Hors communication;Oui;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*52*1*2;RUE FABERT;E/F;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*37*1*3;RUE DU BAC;E/F;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*3;RUE DU BAC;T2;Hors communication;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*52*1*3;RUE FABERT;E/F;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*37*1*3;RUE DU BAC;Combo;Hors communication;Oui;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*52*1*3;RUE FABERT;CHAdeMO;Disponible;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*3;RUE FABERT;T3;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*3;RUE FABERT;Combo;Disponible;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*3;RUE FABERT;T2;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;T3;Disponible;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
